Subject,Body
"Ambarish, you’re on a roll on LinkedIn!","Now, take these next steps for more success
Grow your network for career support
Based on your recent activity
Snehal Savandkar
--
20 mutual connections
Avani Kulkarni
Student at Mgms College Of Engineering
81 mutual connections
Follow people who can inspire you at work
Based on your recent activity
Shradha Khapra
Co-founder, Apna College | Ex-Microsoft | Tedx Speaker | Google SPS’20
694827 Followers
Parikh Jain
Founder @ ProPeers | Ex- SDE @ Amazon | Youtuber(60K+) | Ex-Founding Member at Coding Ninjas | DTU
95945 Followers
Check out these interesting conversations
Because you viewed Sangita’s post
Sangita Mahala shared a post: 🚀𝐋𝐚𝐮𝐧𝐜𝐡𝐢𝐧𝐠 𝐢𝐧𝐭𝐨 𝐈𝐧𝐟𝐢𝐧𝐢𝐭𝐲: 𝐀 𝐃𝐚𝐳𝐳𝐥𝐢𝐧𝐠 𝐀𝐫𝐫𝐚𝐲 𝐨𝐟 𝐒𝐰𝐚𝐠 𝐟𝐫𝐨𝐦 𝐌𝐲 𝐓𝐞𝐜𝐡 𝐉𝐨𝐮𝐫𝐧𝐞𝐲 𝐢𝐧 𝟐𝟎𝟐𝟑! 💫…
LIKE PRAISE EMPATHY 4,395, 256 Comments
You are receiving this email because members like you have also taken these actions."
Khobragade /Nagar no 1/ Group 🔪Akash Gavale 🔪 and 5 others are new Group suggestions for you,"Hi Manjusha,
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
👤 Atharva Buchade is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
Ladies World and 7 others are new Group suggestions for you,"Hi Manjusha,
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
You have 19 notifications about Tejas and others,"View your notifications
Go to Facebook
Hi Manjusha,
You have 19 unread notifications to review
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
5 messages from Priti Chidrawar Wattamwar and 2 others
2 friend requests
12 other new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
"Shri Sharda Bhavan High-School, Nanded and 7 others are new Group suggestions for you","Hi Manjusha,
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
ALL ITEM BUSINESS GUJARAT and 7 others are new Group suggestions for you,"Hi Manjusha,
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
You have 1 new invitation,You have 1 new invitation
👤 Arnav Kowadkar is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
Tesla Tweeted: Now rolling out,"Your Highlights
Tesla - @Tesla
Now rolling out 
Read more at Twitter ----------
Arduino - @arduino
Google Home? Amazon Alexa? Apple HomeKit? Home Assistant? With the newly announced Arduino Nano Matter, you can connect your board to all of them in just minutes as you develop your smart home applications.
Check out our tutorial to learn how!  
Read more at Twitter ----------
Google Cloud - @googlecloud
From the front lines of cyber investigations, the Mandiant Managed Defense team observes how cybercriminals find ways to avoid defenses, exploit weaknesses & stay under the radar.
Find out how Google Cloud & @Mandiant keep your data safe →  
Read more at Twitter ----------
Bill Gates - @BillGates
I went to Texas to see the future. It did not disappoint. 
Read more at Twitter ----------
NASA - @NASA
Five tips for photographing the total solar #eclipse safely on April 8:  
Read more at Twitter ----------
Linux Today - @linuxtoday
How to Install Symfony Framework in Linux 
Read more at Twitter ----------
See more on Twitter ----------"
👤 Bhargav Awadhane is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
You have 16 notifications about Sakal and others,"View your notifications
Go to Facebook
Hi Manjusha,
You have 16 unread notifications to review
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
5 messages from Priti Chidrawar Wattamwar and 2 others
2 friend requests
9 other new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
नांदेड बार असोसिएशन and 7 others are new Group suggestions for you,"Hi Manjusha,
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
"Ambarish, you’re on a roll on LinkedIn!","Now, take these next steps for more success
Grow your network for career support
Because you viewed Krishna’s profile
Siddhant Jaiswal
SDE @ JPL
22 mutual connections
Mohammed Ayaan Kaifullah
Fullstack developer
21 mutual connections
Follow people who can inspire you at work
Based on your recent activity
Shradha Khapra
Co-founder, Apna College | Ex-Microsoft | Tedx Speaker | Google SPS’20
660055 Followers
Nishant Chahar
SDE @ Microsoft  | 350k+ Subs on YT | Teacher | NSIT
437310 Followers
Check out these interesting conversations
Because you viewed Yash’s post
Yash Pame shared a post: 🏆 Excited to share that I've been recognized as the Best Outgoing Student in the Department of Artificial Intelligence and Data Science at D. Y…
LIKE PRAISE APPRECIATION 220, 34 Comments
You are receiving this email because members like you have also taken these actions."
👤 Anil Godnare is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
पार्थ (बाबा) निंबाळकर युवा मंच सणसर and 7 others are new Group suggestions for you,"Hi Manjusha,
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
👤 Pranav Kulkarni is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
👤 Shravani Kulkarni is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
👤 Vitthal Panpatte is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
You have 1 new invitation,You have 1 new invitation
👤 Amruta Borawake Girme is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
You have 14 notifications about Tejas and others,"View your notifications
Go to Facebook
Hi Manjusha,
You have 14 unread notifications to review
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
5 messages from Khoobsurat and 2 others
2 friend requests
7 other new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
👤 Kamal Manchewar is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
👤 Vijay Verma is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
👤 Meena Wakte is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
👤 Prashant Bhopalkar is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
घर बैठे काम करें फोन से without investment and 3 others are new Group suggestions for you,"Hi Manjusha,
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
👤 Nitin Dhanorkar is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
गजु भाऊ समर्थक and 7 others are new Group suggestions for you,"Hi Manjusha,
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
👤 Sarvesh Khande is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
AIR FRYER RECIPES FOR BEGINNERS and 7 others are new Group suggestions for you,"Hi Manjusha,
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
You have 9 notifications about Priti and others,"View your notifications
Go to Facebook
Hi Manjusha,
You have 9 unread notifications to review
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
5 messages from Priti Chidrawar Wattamwar and 2 others
4 other new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
मोडी लिपी परिवार महाराष्ट्र and 7 others are new Group suggestions for you,"Hi Manjusha,
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
👤 Kamalesh Ranade is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
You have 6 notifications about Priti and others,"View your notifications
Go to Facebook
Hi Manjusha,
You have 6 unread notifications to review
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
5 messages from Khoobsurat and 2 others
1 other new notification
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
